Course Code,Course Number,Titles,Day,Time,Location
GEO,478,Spatial Storytelling,Monday,6:00-8:35,Whitman
GEO,479,Introduction to Unmanned Aerial Vehicles: Research & Applications,Tuesday,7:00-9:35,Schine
GEO,482,Environmental Remote Sensing,Wednesday,1:00-3:36,Heroy Geology Building
GEO,484,GIS for Urban Environments,Thursday,2:00-4:36,HBC Gifford
GEO,485,Community Geography,Friday,3:00-5:36,Crouse-Hinds Hall
GEO,489,Practicum in Community Geography,Monday,4:00-6:36,Dineen Hall
GEO,490,Independent Study,Tuesday,5:00-7:36,Hinds Hall
GEO,491,Senior Seminar in Geography,Wednesday,6:00-8:36,Carnegie
GEO,492,Senior Thesis Seminar,Thursday,7:00-9:36,Hall of Languages
GEO,499,Honors Capstone Project,Friday,1:00-3:37,Physics Building
GEO,500,Topics in Geography,Monday,2:00-4:37,Falk
GEO,537,Environmental Policy in a Development Context,Tuesday,3:00-5:37,Marshall Square Mall
GEO,561,Global Economic Geography,Wednesday,4:00-6:37,Lyman Hall
GEO,563,The Urban Condition,Thursday,5:00-7:37,Whitman
GEO,564,Urban Historical Geography,Friday,6:00-8:37,Schine
GEO,572,Landscape Interpretation in Cultural Geography,Monday,7:00-9:37,Heroy Geology Building
GEO,573,The Geography of Capital,Tuesday,1:00-3:38,HBC Gifford
GEO,576,"Gender, Place, and Space",Wednesday,2:00-4:38,Crouse-Hinds Hall
GEO,580,Research on Cartographic Techniques,Thursday,3:00-5:38,Dineen Hall
GEO,583,Environmental Geographical Information Science,Friday,4:00-6:38,Hinds Hall
GEO,595,Geography and the Internet,Monday,5:00-7:38,Carnegie
GER,101,German I,Tuesday,6:00-8:38,Hall of Languages
GER,102,German II,Wednesday,7:00-9:38,Physics Building
GER,201,German III,Thursday,1:00-3:39,Falk
GER,202,German IV,Friday,2:00-4:39,Marshall Square Mall
GER,306,German Composition and Conversation,Monday,3:00-5:39,Lyman Hall
GER,340,German Fairy Tales: Past and Present,Tuesday,4:00-6:39,Whitman
GER,351,German Short Stories,Wednesday,5:00-7:39,Schine
GER,356,German Culture and Civilization,Thursday,6:00-8:39,Heroy Geology Building
GER,357,Contemporary German Culture and Civilization,Friday,7:00-9:39,HBC Gifford
GER,361,Berlin: City - Literature - History,Monday,1:00-3:40,Crouse-Hinds Hall
GER,365,Nineteenth-Century Prose,Tuesday,2:00-4:40,Dineen Hall
GER,366,Nineteenth-Century Drama,Wednesday,3:00-5:40,Hinds Hall
GER,367,German Lyrics and Ballads,Thursday,4:00-6:40,Carnegie
GER,376,Classicism and Romanticism,Friday,5:00-7:40,Hall of Languages
GER,377,Literature from 1880 to the Close of World War II,Monday,6:00-8:40,Physics Building
GER,378,German Literature Since World War II,Tuesday,7:00-9:40,Falk
GER,379,German and Austrian Cinema,Wednesday,1:00-3:41,Marshall Square Mall
GER,580,International Course,Thursday,2:00-4:41,Lyman Hall
GET,234,Effective Collaboration in a Globally Distributed Environment,Friday,3:00-5:41,Whitman
GET,235,Leveraging Emerging Technologies,Monday,4:00-6:41,Schine
GET,236,Enterprise Data Analysis: Tools and Techniques,Tuesday,5:00-7:41,Heroy Geology Building
GET,239,Enterprise Technologies,Wednesday,6:00-8:41,HBC Gifford
GET,300,Selected Topics,Thursday,7:00-9:41,Crouse-Hinds Hall
GET,302,Global Financial Systems Architecture,Friday,1:00-3:42,Dineen Hall
GET,305,"Globalization, Culture and Information Technology",Monday,2:00-4:42,Hinds Hall
GET,336,Advanced Enterprise Data Analysis: Tools and Techniques,Tuesday,3:00-5:42,Carnegie
GET,365,Business Value of Information Technology,Wednesday,4:00-6:42,Hall of Languages
GET,375,Management of Information Technology Contracting,Thursday,5:00-7:42,Physics Building
GET,400,Selected Topics,Friday,6:00-8:42,Falk
GET,410,Contemporary Issues in Global Enterprise Technology (GET):,Monday,7:00-9:42,Marshall Square Mall
GET,433,Multi-tier Application Development,Tuesday,1:00-3:43,Lyman Hall
GET,434,Global Computing Challenges,Wednesday,2:00-4:43,Whitman
GET,460,Global Information Technology Abroad Seminar,Thursday,3:00-5:43,Schine
GET,471,Internship in Global Enterprise Technology,Friday,4:00-6:43,Heroy Geology Building
GET,472,Professional Experience in Global Enterprise Technology,Monday,5:00-7:43,HBC Gifford
GET,486,Independent Technology Education,Tuesday,6:00-8:43,Crouse-Hinds Hall
GET,487,Global Tech,Wednesday,7:00-9:43,Dineen Hall
GET,490,Independent Study,Thursday,1:00-3:44,Hinds Hall
GET,500,Selected Topics,Friday,2:00-4:44,Carnegie
GRA,300,Selected Topics,Monday,3:00-5:44,Hall of Languages
GRA,345,Visual Issues in the Media,Tuesday,4:00-6:44,Physics Building
GRA,356,Type and Image for Multimedia,Wednesday,5:00-7:44,Falk
GRA,357,Type and Image for Photography,Thursday,6:00-8:44,Marshall Square Mall
GRA,400,Selected Topics,Friday,7:00-9:44,Lyman Hall
GRA,477,Graphic Design Problems,Monday,1:00-3:45,Whitman
GRA,496,Senior Portfolio,Tuesday,2:00-4:45,Schine
GRA,547,Magazine Design and Production,Wednesday,3:00-5:45,Heroy Geology Building
GRA,550,Workshop in Typography,Thursday,4:00-6:45,HBC Gifford
GRA,557,Information Graphics,Friday,5:00-7:45,Crouse-Hinds Hall
GRA,567,Advertising Production,Monday,6:00-8:45,Dineen Hall
GRE,101,Ancient Greek I,Tuesday,7:00-9:45,Hinds Hall
GRE,102,Ancient Greek II,Wednesday,1:00-3:46,Carnegie
GRE,201,Ancient Greek III,Thursday,2:00-4:46,Hall of Languages
GRE,310,Greek Prose Authors,Friday,3:00-5:46,Physics Building
GRE,320,Readings from Greek Poets,Monday,4:00-6:46,Falk
GRE,410,Advanced Greek Prose,Tuesday,5:00-7:46,Marshall Square Mall
GRE,420,Advanced Greek Poetry,Wednesday,6:00-8:46,Lyman Hall
GRE,500,Greek Prose Authors,Thursday,7:00-9:46,Whitman
GTR,71,Classical Guitar Performance Seminar,Friday,1:00-3:47,Schine
GTR,72,Classical Guitar Performance Seminar,Monday,2:00-4:47,Heroy Geology Building
GTR,73,Classical Guitar Performance Seminar,Tuesday,3:00-5:47,HBC Gifford
GTR,74,Classical Guitar Performance Seminar,Wednesday,4:00-6:47,Crouse-Hinds Hall
GTR,75,Classical Guitar Performance Seminar,Thursday,5:00-7:47,Dineen Hall
GTR,76,Classical Guitar Performance Seminar,Friday,6:00-8:47,Hinds Hall
GTR,77,Classical Guitar Performance Seminar,Monday,7:00-9:47,Carnegie
GTR,78,Classical Guitar Performance Seminar,Tuesday,1:00-3:48,Hall of Languages
GTR,160,Classical Guitar Instruction,Wednesday,2:00-4:48,Physics Building
GTR,165,Classical Guitar Instruction,Thursday,3:00-5:48,Falk
GTR,166,Classical Guitar Instruction,Friday,4:00-6:48,Marshall Square Mall
GTR,260,Classical Guitar Instruction,Monday,5:00-7:48,Lyman Hall
GTR,265,Classical Guitar Instruction,Tuesday,6:00-8:48,Whitman
GTR,266,Classical Guitar Instruction,Wednesday,7:00-9:48,Schine
GTR,360,Classical Guitar Instruction,Thursday,1:00-3:49,Heroy Geology Building
GTR,365,Classical Guitar Instruction,Friday,2:00-4:49,HBC Gifford
GTR,366,Classical Guitar Instruction,Monday,3:00-5:49,Crouse-Hinds Hall
GTR,369,Performance Honors in Classical Guitar,Tuesday,4:00-6:49,Dineen Hall
GTR,460,Classical Guitar Instruction,Wednesday,5:00-7:49,Hinds Hall
GTR,465,Classical Guitar Instruction,Thursday,6:00-8:49,Carnegie
GTR,466,Classical Guitar Instruction,Friday,7:00-9:49,Hall of Languages
GTR,469,Performance Honors in Classical Guitar,Monday,1:00-3:50,Physics Building
GTR,521,Survey of Classical Guitar History and Literature,Tuesday,2:00-4:50,Falk
GTR,522,Classical Guitar Fingerboard Harmony,Wednesday,3:00-5:50,Marshall Square Mall
GTR,523,Transcribing and Arranging for Classical Guitar,Thursday,4:00-6:50,Lyman Hall
GTR,524,Classical Guitar Pedagogy,Friday,5:00-7:50,Whitman
GTR,560,Classical Guitar Instruction,Monday,6:00-8:50,Schine
GTR,565,Classical Guitar Instruction,Tuesday,7:00-9:50,Heroy Geology Building
GTR,566,Classical Guitar Instruction,Wednesday,1:00-3:51,HBC Gifford
HEA,332,Personal Health and Safety,Thursday,2:00-4:51,Crouse-Hinds Hall
HEA,335,First Aid,Friday,3:00-5:51,Dineen Hall
HEA,336,Cardiopulmonary Rescue,Monday,4:00-6:51,Hinds Hall
HEA,338,Advanced First Aid and CPR/AED,Tuesday,5:00-7:51,Carnegie
HEA,445,Methods of Teaching Health,Wednesday,6:00-8:51,Hall of Languages
HEA,470,Experience Credit,Thursday,7:00-9:51,Physics Building
HEA,485,Worksite Health Promotion,Friday,1:00-3:52,Falk
HEB,101,Hebrew I,Monday,2:00-4:52,Marshall Square Mall
HEB,102,Hebrew II,Tuesday,3:00-5:52,Lyman Hall
HEB,201,Hebrew III,Wednesday,4:00-6:52,Whitman
HEB,202,Hebrew IV,Thursday,5:00-7:52,Schine
HEB,301,Advanced Hebrew I,Friday,6:00-8:52,Heroy Geology Building
HEB,303,Advanced Hebrew II,Monday,7:00-9:52,HBC Gifford
HEB,401,Hebrew Literature in the Original,Tuesday,1:00-3:53,Crouse-Hinds Hall
HEB,480,International Course,Wednesday,2:00-4:53,Dineen Hall
HIN,101,Hindi/Urdu I,Thursday,3:00-5:53,Hinds Hall
HIN,102,Hindi/Urdu II,Friday,4:00-6:53,Carnegie
HIN,201,Hindi/Urdu III,Monday,5:00-7:53,Hall of Languages
HIN,202,Hindi/Urdu IV,Tuesday,6:00-8:53,Physics Building
HIN,280,International Course,Wednesday,7:00-9:53,Falk
HIN,410,Advanced Hindi,Thursday,1:00-3:54,Marshall Square Mall
HNR,100,Honors Orientation Seminar,Friday,2:00-4:54,Lyman Hall
HNR,210,Arts in Society Seminar,Monday,3:00-5:54,Whitman
HNR,220,Seminar: Political Culture and Practice,Tuesday,4:00-6:54,Schine
HNR,230,Seminar: Scientific Issues and Practice,Wednesday,5:00-7:54,Heroy Geology Building
HNR,240,Topics in the Humanities Honors,Thursday,6:00-8:54,HBC Gifford
HNR,250,Topics in the Natural Sciences and Mathematics Honors,Friday,7:00-9:54,Crouse-Hinds Hall
HNR,255,Topics in the Sciences with Laboratory Component,Monday,1:00-3:55,Dineen Hall
HNR,260,Topics in the Social Sciences Honors,Tuesday,2:00-4:55,Hinds Hall
HNR,309,Capstone Project Planning Seminar,Wednesday,3:00-5:55,Carnegie
HNR,340,Topics in the Humanities Honors,Thursday,4:00-6:55,Hall of Languages
HNR,350,Topics in the Natural Sciences and Mathematics Honors,Friday,5:00-7:55,Physics Building
HNR,355,Topics in the Sciences with Laboratory Component,Monday,6:00-8:55,Falk
HNR,360,Topics in the Social Sciences Honors,Tuesday,7:00-9:55,Marshall Square Mall
HNR,400,Selected Topics,Wednesday,1:00-3:56,Lyman Hall
HNR,401,Honors Orientation Seminar Junior Assistant Experience,Thursday,2:00-4:56,Whitman
HNR,440,Topics in the Humanities Honors,Friday,3:00-5:56,Schine
HNR,450,Topics in the Natural Sciences and Mathematics Honors,Monday,4:00-6:56,Heroy Geology Building
HNR,455,Topics in the Sciences with Laboratory Component,Tuesday,5:00-7:56,HBC Gifford
HNR,460,Topics in the Social Sciences Honors,Wednesday,6:00-8:56,Crouse-Hinds Hall
HOA,100,Selected Topics,Thursday,7:00-9:56,Dineen Hall
HOA,105,Arts and Ideas I,Friday,1:00-3:57,Hinds Hall
HOA,106,Arts and Ideas II,Monday,2:00-4:57,Carnegie
HOA,121,Italian Art and Society from Ancient to Modern Times,Tuesday,3:00-5:57,Hall of Languages
HOA,176,The Visual Arts of the Americas,Wednesday,4:00-6:57,Physics Building
HOA,200,Selected Topics,Thursday,5:00-7:57,Falk
HOA,201,Masterpieces of Art,Friday,6:00-8:57,Marshall Square Mall
HOA,202,Arts of Italy,Monday,7:00-9:57,Lyman Hall
HOA,203,Italian Arts from Antiquity to Michelangelo,Tuesday,1:00-3:58,Whitman
HOA,204,Italian Arts from the Medicis to the Futurists,Wednesday,2:00-4:58,Schine
HOA,205,Italian Sculpture Interpreted,Thursday,3:00-5:58,Heroy Geology Building
HOA,206,Arts of France,Friday,4:00-6:58,HBC Gifford
HOA,207,Arts of England,Monday,5:00-7:58,Crouse-Hinds Hall
HOA,208,An Architectural History of London,Tuesday,6:00-8:58,Dineen Hall
HOA,209,Arts of Spain,Wednesday,7:00-9:58,Hinds Hall
HOA,300,Selected Topics,Thursday,1:00-3:59,Carnegie
HOA,301,Origins of Western Art,Friday,2:00-4:59,Hall of Languages
HOA,302,Greek Art and Architecture,Monday,3:00-5:59,Physics Building
HOA,303,Etruscans and Romans: Ancient Art and Society in Italy,Tuesday,4:00-6:59,Falk
HOA,304,Roman Art & Architecture,Wednesday,5:00-7:59,Marshall Square Mall
HOA,311,Italian Medieval Art,Thursday,6:00-8:59,Lyman Hall
HOA,312,Romanesque Art,Friday,7:00-9:59,Whitman
HOA,313,Gothic Art,Monday,1:00-3:00,Schine
HOA,320,Italian Renaissance Art,Tuesday,2:00-4:00,Heroy Geology Building
HOA,322,Early Renaissance Architecture in Italy 1400-1520,Wednesday,3:00-5:00,HBC Gifford
HOA,323,Sixteenth Century Italian Architecture,Thursday,4:00-6:00,Crouse-Hinds Hall
HOA,340,Studies in Baroque Art,Friday,5:00-7:00,Dineen Hall
HOA,350,Art in Eighteenth Century Europe,Monday,6:00-8:00,Hinds Hall
HOA,360,Art and Identity,Tuesday,7:00-9:00,Carnegie
HOA,365,Art in France from Impressionism to Surrealism,Wednesday,7:00-9:01,Hall of Languages
HOA,366,Nineteenth & Twentieth Century Italian Art,Thursday,7:00-9:02,Physics Building
HOA,371,Photography & the Fine Arts,Friday,1:00-3:01,Falk
HOA,372,The Business of Art,Monday,2:00-4:01,Marshall Square Mall
HOA,374,"American Architecture, Settlement to 1860",Tuesday,3:00-5:01,Lyman Hall
HOA,375,"American Architecture, 1860 - World War I",Wednesday,4:00-6:01,Whitman
HOA,377,Nineteenth-Century American Art,Thursday,5:00-7:01,Schine
HOA,378,Twentieth-Century American Art,Friday,6:00-8:01,Heroy Geology Building
HOA,380,International Course,Monday,7:00-9:03,HBC Gifford
HOA,386,Art of the Black World,Tuesday,7:00-9:04,Crouse-Hinds Hall
HOA,387,Native North American Art,Wednesday,7:00-9:05,Dineen Hall
HOA,389,Islamic Architecture,Thursday,1:00-3:02,Hinds Hall
HOA,391,Survey of Asian Art,Friday,2:00-4:02,Carnegie
HOA,392,The Arts of China,Monday,3:00-5:02,Hall of Languages
HOA,396,Art and Architecture of India,Tuesday,4:00-6:02,Physics Building
HOA,400,Selected Topics,Wednesday,5:00-7:02,Falk
HOA,405,"The Mediterranean City: Architecture, Ritual and Power",Thursday,6:00-8:02,Marshall Square Mall
HOA,410,Art and Ideology in Medieval Spain,Friday,7:00-9:06,Lyman Hall
HOA,411,The Black Death and Medieval Art: Catastrophes and Cultural Change,Monday,7:00-9:07,Whitman
HOA,412,The Gothic Spell,Tuesday,7:00-9:08,Schine
HOA,413,"Art, Faith, & Power in Late Medieval Italy",Wednesday,1:00-3:03,Heroy Geology Building
HOA,419,The City in Architectural History,Thursday,2:00-4:03,HBC Gifford
HOA,420,Fifteenth-Century Italian Art: Inventing the Renaissance,Friday,3:00-5:03,Crouse-Hinds Hall
HOA,423,Artistic Patronage of Medici,Monday,4:00-6:03,Dineen Hall
HOA,424,Sixteenth-Century Italian Art and Identity,Tuesday,5:00-7:03,Hinds Hall
HOA,425,Leonardo da Vinci: Artist and Engineer,Wednesday,6:00-8:03,Carnegie
HOA,428,Research Problems in Italian Art,Thursday,7:00-9:09,Hall of Languages
HOA,430,Northern Renaissance Art: 15th Century,Friday,7:00-9:10,Physics Building
HOA,431,Northern Renaissance Art: 16th Century,Monday,7:00-9:11,Falk
HOA,439,"French Architecture, Sixteenth and Seventeenth Centuries",Tuesday,1:00-3:04,Marshall Square Mall
HOA,440,Women in Art,Wednesday,2:00-4:04,Lyman Hall
HOA,445,Baroque Art in Southern Europe,Thursday,3:00-5:04,Whitman
HOA,446,Baroque Art in Northern Europe,Friday,4:00-6:04,Schine
HOA,447,Italian Baroque Art and Architecture,Monday,5:00-7:04,Heroy Geology Building
HOA,454,The Architecture of Revolutions,Tuesday,6:00-8:04,HBC Gifford
HOA,457,Art and Revolution,Wednesday,7:00-9:12,Crouse-Hinds Hall
HOA,458,Art of Romanticism,Thursday,7:00-9:13,Dineen Hall
HOA,459,"Realism to Symbolism: European Art, 1850-1900",Friday,7:00-9:14,Hinds Hall
HOA,461,Early 20th Century Art,Monday,1:00-3:05,Carnegie
HOA,462,European Art Between the Wars,Tuesday,2:00-4:05,Hall of Languages
HOA,463,Modernism & Postmodernism,Wednesday,3:00-5:05,Physics Building
HOA,464,Modern Spanish Art,Thursday,4:00-6:05,Falk
HOA,470,Experience Credit,Friday,5:00-7:05,Marshall Square Mall
HOA,471,NYC Summer Art Gallery Internship,Monday,6:00-8:05,Lyman Hall
HOA,473,"London Museums: Art, History and Science in Contemporary Culture",Tuesday,7:00-9:15,Whitman
HOA,475,Modern Architecture: The International Style to Present,Wednesday,7:00-9:16,Schine
HOA,479,Early Modern Architecture,Thursday,7:00-9:17,Heroy Geology Building
HOA,482,Art and Environment in American Culture Since 1800,Friday,1:00-3:06,HBC Gifford
HOA,490,Independent Study,Monday,2:00-4:06,Crouse-Hinds Hall
HOA,491,History of Japanese Design: Studies in Material Culture,Tuesday,3:00-5:06,Dineen Hall
HOA,498,Senior Seminar: Research and Professional Practice,Wednesday,4:00-6:06,Hinds Hall
HOA,499,Honors Capstone Project,Thursday,5:00-7:06,Carnegie
HOA,500,Selected Topics,Friday,6:00-8:06,Hall of Languages
HOA,520,Italian Urbanism: 100 Cities,Monday,7:00-9:18,Physics Building
HOA,521,Michelangelo,Tuesday,7:00-9:19,Falk
HOA,522,Botticelli: Analysis in Depth,Wednesday,7:00-9:20,Marshall Square Mall
HOA,524,The Italian Renaissance Home,Thursday,1:00-3:07,Lyman Hall
HOA,530,History of Printmaking,Friday,2:00-4:07,Whitman
HOA,531,Paper Arts in the Low Countries,Monday,3:00-5:07,Schine
HOA,540,17th Century Dutch Painting,Tuesday,4:00-6:07,Heroy Geology Building
HOA,541,Arts and Ideas in the 17th Century,Wednesday,5:00-7:07,HBC Gifford
HOA,556,Problems in Art History,Thursday,6:00-8:07,Crouse-Hinds Hall
HOA,560,Arts and Ideas in the Nineteenth Century,Friday,7:00-9:21,Dineen Hall
HOA,575,Arts and Ideas in Contemporary Culture,Monday,7:00-9:22,Hinds Hall
HOA,576,Topics in American Art,Tuesday,7:00-9:23,Carnegie
HOA,577,Introduction to Preservation,Wednesday,1:00-3:08,Hall of Languages
HOM,100,Selected Topic,Thursday,2:00-4:08,Physics Building
HOM,125,Introductory Music Theory,Friday,3:00-5:08,Falk
HOM,153,Worlds of Dance,Monday,4:00-6:08,Marshall Square Mall
HOM,165,Understanding Music I,Tuesday,5:00-7:08,Lyman Hall
HOM,166,Understanding Music II,Wednesday,6:00-8:08,Whitman
HOM,172,American Popular Music,Thursday,7:00-9:24,Schine
HOM,180,International Course,Friday,7:00-9:25,Heroy Geology Building
HOM,195,Performance Live,Monday,7:00-9:26,HBC Gifford
HOM,200,Selected Topics,Tuesday,1:00-3:09,Crouse-Hinds Hall
HOM,202,Arts of Italy,Wednesday,2:00-4:09,Dineen Hall
HOM,206,Arts of France,Thursday,3:00-5:09,Hinds Hall
HOM,207,Arts of England,Friday,4:00-6:09,Carnegie
HOM,209,Arts of Spain,Monday,5:00-7:09,Hall of Languages
HOM,267,European Music before 1800,Tuesday,6:00-8:09,Physics Building
HOM,268,European and American Music Since 1800,Wednesday,7:00-9:27,Falk
HOM,280,International Course,Thursday,7:00-9:28,Marshall Square Mall
HOM,285,Introduction to World Music,Friday,7:00-9:29,Lyman Hall
HOM,290,Independent Study,Monday,1:00-3:10,Whitman
HOM,300,Selected Topics,Tuesday,2:00-4:10,Schine
HOM,313,Film Music,Wednesday,3:00-5:10,Heroy Geology Building
HOM,325,Music in Latin America,Thursday,4:00-6:10,HBC Gifford
HOM,326,Music in the Caribbean,Friday,5:00-7:10,Crouse-Hinds Hall
HOM,353,Worlds of Dance,Monday,6:00-8:10,Dineen Hall
HOM,361,Topics in European Music,Tuesday,7:00-9:30,Hinds Hall
HOM,362,Symphonic Music,Wednesday,7:00-9:31,Carnegie
HOM,363,Opera in Society,Thursday,7:00-9:32,Hall of Languages
HOM,364,The London Classical Musical Scene,Friday,1:00-3:11,Physics Building
HOM,371,Topics in American Music,Monday,2:00-4:11,Falk
HOM,372,Music in Multicultural America,Tuesday,3:00-5:11,Marshall Square Mall
HOM,373,History of Musical Theater,Wednesday,4:00-6:11,Lyman Hall
HOM,374,The Beatles and British Culture,Thursday,5:00-7:11,Whitman
HOM,375,American Music,Friday,6:00-8:11,Schine
HOM,377,History of Jazz,Monday,7:00-9:33,Heroy Geology Building
HOM,378,Rock Music,Tuesday,7:00-9:34,HBC Gifford
HOM,380,International Course,Wednesday,7:00-9:35,Crouse-Hinds Hall
HOM,381,Topics in Ethnomusicology,Thursday,1:00-3:12,Dineen Hall
HOM,384,Music and Dance of India,Friday,2:00-4:12,Hinds Hall
HOM,385,Structure and Meaning in World Music,Monday,3:00-5:12,Carnegie
HOM,386,Sounds of the Silk Road,Tuesday,4:00-6:12,Hall of Languages
HOM,393,Music and Sports,Wednesday,5:00-7:12,Physics Building
HOM,396,Junior Seminar: Writing about Music,Thursday,6:00-8:12,Falk
HOM,400,Selected Topics,Friday,7:00-9:36,Marshall Square Mall
HOM,415,History of Recorded Sound,Monday,7:00-9:37,Lyman Hall
HOM,419,Music and Media,Tuesday,7:00-9:38,Whitman
HOM,453,Dance in American Culture,Wednesday,1:00-3:13,Schine
HOM,470,Experience Credit,Thursday,2:00-4:13,Heroy Geology Building
HOM,473,"Women, Rap and Hip-Hop Feminism",Friday,3:00-5:13,HBC Gifford
HOM,480,International Course,Monday,4:00-6:13,Crouse-Hinds Hall
HOM,482,The Roots of Global Pop,Tuesday,5:00-7:13,Dineen Hall
HOM,485,Contemporary Indigenous Soundscapes,Wednesday,6:00-8:13,Hinds Hall
HOM,490,Independent Study,Thursday,7:00-9:39,Carnegie
HOM,492,Music and the Sacred,Friday,7:00-9:40,Hall of Languages
HOM,493,Music and Identity,Monday,7:00-9:41,Physics Building
HOM,494,Music and Gender,Tuesday,1:00-3:14,Falk
HOM,496,Distinction Project in Music History and Cultures,Wednesday,2:00-4:14,Marshall Square Mall
HOM,497,Music and Politics,Thursday,3:00-5:14,Lyman Hall
HOM,498,Intersections in Popular and Classical Music,Friday,4:00-6:14,Whitman
HOM,499,Honors Capstone Project,Monday,5:00-7:14,Schine
HOM,500,Selected Topics,Tuesday,6:00-8:14,Heroy Geology Building
HOM,512,World Music and Film,Wednesday,7:00-9:42,HBC Gifford
HOM,561,Music and Shakespeare,Thursday,7:00-9:43,Crouse-Hinds Hall
HOM,562,Bach and Handel,Friday,7:00-9:44,Dineen Hall
HOM,563,The Operas of Wagner,Monday,1:00-3:15,Hinds Hall
HOM,568,Music of Beethoven,Tuesday,2:00-4:15,Carnegie
HOM,571,Popular Music Studies,Wednesday,3:00-5:15,Hall of Languages
HOM,573,History of American Song,Thursday,4:00-6:15,Physics Building
HOM,592,"Music, Space and Place",Friday,5:00-7:15,Falk
HPD,130,Harpsichord Instruction,Monday,6:00-8:15,Marshall Square Mall
HPD,135,Harpsichord Instruction,Tuesday,7:00-9:45,Lyman Hall
HPD,136,Harpsichord Instruction,Wednesday,7:00-9:46,Whitman
HPD,230,Harpsichord Instruction,Thursday,7:00-9:47,Schine
HPD,235,Harpsichord Instruction,Friday,1:00-3:16,Heroy Geology Building
HPD,236,Harpsichord Instruction,Monday,2:00-4:16,HBC Gifford
HPD,330,Harpsichord Instruction,Tuesday,3:00-5:16,Crouse-Hinds Hall
HPD,335,Harpsichord Instruction,Wednesday,4:00-6:16,Dineen Hall
HPD,336,Harpsichord Instruction,Thursday,5:00-7:16,Hinds Hall
HPD,339,Performance Honors in Haprsichord,Friday,6:00-8:16,Carnegie
HPD,430,Harpsichord Instruction,Monday,7:00-9:48,Hall of Languages
HPD,435,Harpsichord Instruction,Tuesday,7:00-9:49,Physics Building
HPD,436,Harpsichord Instruction,Wednesday,7:00-9:50,Falk
HPD,439,Performance Honors in Haprsichord,Thursday,1:00-3:17,Marshall Square Mall
HPD,530,Harpsichord Instruction,Friday,2:00-4:17,Lyman Hall
HPD,535,Harpsichord Instruction,Monday,3:00-5:17,Whitman
HPD,536,Harpsichord Instruction,Tuesday,4:00-6:17,Schine
HRP,150,Harp Instruction,Wednesday,5:00-7:17,Heroy Geology Building
HRP,155,Harp Instruction,Thursday,6:00-8:17,HBC Gifford
HRP,156,Harp Instruction,Friday,7:00-9:51,Crouse-Hinds Hall
HRP,250,Harp Instruction,Monday,7:00-9:52,Dineen Hall
HRP,255,Harp Instruction,Tuesday,7:00-9:53,Hinds Hall
HRP,256,Harp Instruction,Wednesday,1:00-3:18,Carnegie
HRP,350,Harp Instruction,Thursday,2:00-4:18,Hall of Languages
HRP,355,Harp Instruction,Friday,3:00-5:18,Physics Building
HRP,356,Harp Instruction,Monday,4:00-6:18,Falk
HRP,359,Performance Honors in Harp,Tuesday,5:00-7:18,Marshall Square Mall
HRP,450,Harp Instruction,Wednesday,6:00-8:18,Lyman Hall
HRP,455,Harp Instruction,Thursday,7:00-9:54,Whitman
HRP,456,Harp Instruction,Friday,7:00-9:55,Schine
HRP,459,Performance Honors in Harp,Monday,7:00-9:56,Heroy Geology Building
HRP,550,Harp Instruction,Tuesday,1:00-3:19,HBC Gifford
HRP,555,Harp Instruction,Wednesday,2:00-4:19,Crouse-Hinds Hall
HRP,556,Harp Instruction,Thursday,3:00-5:19,Dineen Hall
HSH,101,First-Year Gateway,Friday,4:00-6:19,Hinds Hall
HST,100,Selected Topics,Monday,5:00-7:19,Carnegie
HST,101,American History to 1865,Tuesday,6:00-8:19,Hall of Languages
HST,102,American History Since 1865,Wednesday,7:00-9:57,Physics Building
HST,111,"Early Modern Europe, 1350-1815",Thursday,7:00-9:58,Falk
HST,112,Modern Europe: Napoleon to the Present,Friday,7:00-9:59,Marshall Square Mall
HST,121,Global History to 1750,Monday,1:00-3:00,Lyman Hall
HST,122,Global History 1750 to Present,Tuesday,2:00-4:00,Whitman
HST,145,Introduction to Historical Archaeology,Wednesday,3:00-5:00,Schine
HST,180,International Course,Thursday,4:00-6:00,Heroy Geology Building
HST,200,Selected Topics,Friday,5:00-7:00,HBC Gifford
HST,201,Research Seminar in History,Monday,6:00-8:00,Crouse-Hinds Hall
HST,208,Middle East Since the Rise of Islam,Tuesday,7:00-9:00,Dineen Hall
HST,209,Modern Middle East,Wednesday,1:00-3:01,Hinds Hall
HST,210,The Ancient World,Thursday,2:00-4:01,Carnegie
HST,211,Medieval and Renaissance Europe,Friday,3:00-5:01,Hall of Languages
HST,213,Africa: Ancient Times to 1800,Monday,4:00-6:01,Physics Building
HST,214,Modern Africa: 1800 - Present,Tuesday,5:00-7:01,Falk
HST,222,History of American Sexuality,Wednesday,6:00-8:01,Marshall Square Mall
HST,231,English History,Thursday,7:00-9:01,Lyman Hall
HST,232,English History,Friday,1:00-3:02,Whitman
HST,270,Experience Credit,Monday,2:00-4:02,Schine
HST,280,International Course,Tuesday,3:00-5:02,Heroy Geology Building
HST,290,Independent Study,Wednesday,4:00-6:02,HBC Gifford
HST,295,The Development of Air Power: First 50 Years,Thursday,5:00-7:02,Crouse-Hinds Hall
HST,296,The Development of Air Power: 1947 to the Present,Friday,6:00-8:02,Dineen Hall
HST,300,Selected Topics,Monday,7:00-9:02,Hinds Hall
